1423369388118;heapUsed;17409104;0;0;0
1423369388118;heapTotal;30107392;0;0;0
1423369388118;rss;38510592;0;0;0
1423369391121;heapUsed;17427024;0;0;0
1423369391121;heapTotal;30107392;0;0;0
1423369391121;rss;38662144;0;0;0
1423369394122;heapUsed;17434328;0;0;0
1423369394122;heapTotal;30107392;0;0;0
1423369394122;rss;38670336;0;0;0
1423369397124;heapUsed;17437672;0;0;0
1423369397124;heapTotal;30107392;0;0;0
1423369397124;rss;38674432;0;0;0
1423369400125;heapUsed;17441016;0;0;0
1423369400125;heapTotal;30107392;0;0;0
1423369400125;rss;38678528;0;0;0
1423369403125;heapUsed;17444360;0;0;0
1423369403125;heapTotal;30107392;0;0;0
1423369403125;rss;38678528;0;0;0
1423369406125;heapUsed;17447672;0;0;0
1423369406125;heapTotal;30107392;0;0;0
1423369406125;rss;38682624;0;0;0
1423369409124;heapUsed;17639256;0;0;0
1423369409124;heapTotal;30107392;0;0;0
1423369409124;rss;38871040;0;0;0
1423369412125;heapUsed;17642600;0;0;0
1423369412125;heapTotal;30107392;0;0;0
1423369412125;rss;38875136;0;0;0
1423369415127;heapUsed;17645944;0;0;0
1423369415127;heapTotal;30107392;0;0;0
1423369415127;rss;38875136;0;0;0
1423369418127;heapUsed;17649256;0;0;0
1423369418127;heapTotal;30107392;0;0;0
1423369418127;rss;38879232;0;0;0
1423369421128;heapUsed;17652600;0;0;0
1423369421128;heapTotal;30107392;0;0;0
1423369421128;rss;38883328;0;0;0
1423369424149;heapUsed;17812816;0;0;0
1423369424149;heapTotal;30107392;0;0;0
1423369424149;rss;39047168;0;0;0
1423369427157;heapUsed;18355448;0;0;0
1423369427157;heapTotal;30107392;0;0;0
1423369427157;rss;39583744;0;0;0
1423369430148;heapUsed;18901728;0;0;0
1423369430148;heapTotal;30107392;0;0;0
1423369430148;rss;40140800;0;0;0
1423369433149;heapUsed;18983216;0;0;0
1423369433149;heapTotal;30107392;0;0;0
1423369433149;rss;40218624;0;0;0
1423369436150;heapUsed;18986560;0;0;0
1423369436150;heapTotal;30107392;0;0;0
1423369436150;rss;40222720;0;0;0
1423369439148;heapUsed;18989904;0;0;0
1423369439148;heapTotal;30107392;0;0;0
1423369439148;rss;40226816;0;0;0
1423369442149;heapUsed;18993248;0;0;0
1423369442149;heapTotal;30107392;0;0;0
1423369442149;rss;40226816;0;0;0
1423369445149;heapUsed;18996560;0;0;0
1423369445149;heapTotal;30107392;0;0;0
1423369445149;rss;40230912;0;0;0
1423369448142;heapUsed;11988912;0;0;0
1423369448142;heapTotal;31139328;0;0;0
1423369448142;rss;40988672;0;0;0
1423369451143;heapUsed;11997832;0;0;0
1423369451143;heapTotal;31139328;0;0;0
1423369451143;rss;40992768;0;0;0
1423369454144;heapUsed;12003336;0;0;0
1423369454144;heapTotal;31139328;0;0;0
1423369454144;rss;40992768;0;0;0
1423369457145;heapUsed;12006680;0;0;0
1423369457145;heapTotal;31139328;0;0;0
1423369457145;rss;40992768;0;0;0
1423369460152;heapUsed;12010024;0;0;0
1423369460152;heapTotal;31139328;0;0;0
1423369460152;rss;40992768;0;0;0
1423369463170;heapUsed;12013368;0;0;0
1423369463170;heapTotal;31139328;0;0;0
1423369463170;rss;40992768;0;0;0
1423369466171;heapUsed;12016712;0;0;0
1423369466171;heapTotal;31139328;0;0;0
1423369466171;rss;40992768;0;0;0
1423369469178;heapUsed;12020056;0;0;0
1423369469178;heapTotal;31139328;0;0;0
1423369469178;rss;41017344;0;0;0
1423369472178;heapUsed;12023400;0;0;0
1423369472178;heapTotal;31139328;0;0;0
1423369472178;rss;41017344;0;0;0
1423369475289;heapUsed;12026712;0;0;0
1423369475289;heapTotal;31139328;0;0;0
1423369475289;rss;41017344;0;0;0
1423369478291;heapUsed;12030024;0;0;0
1423369478291;heapTotal;31139328;0;0;0
1423369478291;rss;41017344;0;0;0
1423369481350;heapUsed;12033336;0;0;0
1423369481350;heapTotal;31139328;0;0;0
1423369481350;rss;41017344;0;0;0
1423369484354;heapUsed;12036648;0;0;0
1423369484354;heapTotal;31139328;0;0;0
1423369484354;rss;41017344;0;0;0
1423369487344;heapUsed;13790768;0;0;0
1423369487344;heapTotal;31139328;0;0;0
1423369487344;rss;41271296;0;0;0
1423369490346;heapUsed;13794952;0;0;0
1423369490346;heapTotal;31139328;0;0;0
1423369490346;rss;41271296;0;0;0
1423369493349;heapUsed;13798392;0;0;0
1423369493349;heapTotal;31139328;0;0;0
1423369493349;rss;41271296;0;0;0
1423369496353;heapUsed;13801736;0;0;0
1423369496353;heapTotal;31139328;0;0;0
1423369496353;rss;41271296;0;0;0
1423369499353;heapUsed;13805080;0;0;0
1423369499353;heapTotal;31139328;0;0;0
1423369499353;rss;41271296;0;0;0
1423369502355;heapUsed;13808424;0;0;0
1423369502355;heapTotal;31139328;0;0;0
1423369502355;rss;41271296;0;0;0
1423369505346;heapUsed;12012048;0;0;0
1423369505346;heapTotal;31139328;0;0;0
1423369505346;rss;40906752;0;0;0
1423369508347;heapUsed;12021744;0;0;0
1423369508347;heapTotal;31139328;0;0;0
1423369508347;rss;40914944;0;0;0
